id;tokens;original;classe;emojis
796780791950962688;inst lokin g-eazys ant spech trumptrain;So I'm on insta lookin at G-Eazys anti trump speech and I see @phunkysox over here 😂 #TrumpTrain https://t.co/kTLdHouQYY;positive;positive 
796681336316723201;shut whatsap;RT @NkanyeziKubheka: #Trump just shut down whatsapp 😂;positive;positive 
796879746600730624;hilarioushapy compil democr med pundit say wil nev presid;RT @asamjulian: HILARIOUS: Compilation of democrats and media pundits saying Donald Trump will never be President. 😂… ;positive;positive 
797092818925731840;breakinghapy cold interupt raly electionday;RT @Sporf: BREAKING: Stone Cold interrupts the Donald Trump rally. 😂 #ElectionDay (📽 @thrillis4) https://t.co/zJZAmoHlNY;positive;positive 
796901025676492800;hilarioushapy compil democr med pundit say wil nev presid;RT @asamjulian: HILARIOUS: Compilation of democrats and media pundits saying Donald Trump will never be President. 😂… ;positive;positive 
796810308744609792;peopl get angry stil tryn talk trash already wast tim am;RT @dakotacherry15: People getting so angry and still tryna talk trash on trump but he already won so why are you wasting your time 😂 #amer…;positive;positive 
797374440275374080;irony corbyn fail real part problem caus;RT @LaurenJ77: Oh the irony! 😂 Corbyn failing to realise that he is part of the problem and cause! 🙈 https://t.co/S0x8SLE3C4 https://t.co/a…;positive;positive 
796763319977869317;aint lyin;RT @BenBenIndaCut: She aint lyin 💀😂 https://t.co/hHB4iXywJf;positive;positive 
796569196704301056;90% peopl protest prob think run thing right dont real obam stil act presid;90% of the people protesting probably think Trump is running things right now and don't realize Obama is still the acting president 😂;positive;positive 
796658893661278208;staf watch obam welcom;RT @MahmoudMDarwish: #Whitehouse staff watching #Obama welcome #Trump 😂 https://t.co/qOmFn9V2Y5;positive;positive 
797298064390291456;hilarioushapy compil democr med pundit say wil nev presid;RT @asamjulian: HILARIOUS: Compilation of democrats and media pundits saying Donald Trump will never be President. 😂… ;positive;positive 
796616854416584704;gif election2016;RT @messi10stats: What a gif 😂😂😂😂 #Election2016 #Trump https://t.co/UF2xNWwsbs;positive;positive 
796621188579594240;understand watch trumppresid;RT @Nomysahir: I now understand why Trump won. Watch this 😂😂😂😂😂 #TrumpPresident #Trump   https://t.co/qmovMO73Gk;positive;positive 
796864506970406912;begin med reform stay tun americ;RT @GOPPollAnalyst: And the beginnings of media reform. Stay tuned America. 😊 https://t.co/UvHnx50YCy;positive;positive 
797120411821481984;want reach acro aisl let obam said electionnight trumpriot wewon;RT @LeahR77: For Those Who Want #Trump To Reach Across The Aisle👉 Lets See What Obama Said After He Won 😉  #ElectionNight #TrumpRiot #WEWON…;positive;positive 
796844649247752192;got leg wed niga gon lik gue aint bad;RT @AliciaGoku_: All Donald Trump gotta do is legalize weed and niggas gonna be like "I guess he ain't that bad" 😂;positive;positive 
797234865926209536;hilarioushapy compil democr med pundit say wil nev presid;RT @asamjulian: HILARIOUS: Compilation of democrats and media pundits saying Donald Trump will never be President. 😂… ;positive;positive 
796609227544367104;mind reply xenophob extrem becom 45th presid;RT @ramsa_b: Mind it @defencepk Reply @realDonaldTrump Xenophobic extremist. And Donald Trump become 45th US president 😂  Hey Pa… ;positive;positive 
796795682141126657;gif election2016;RT @messi10stats: What a gif 😂😂😂😂 #Election2016 #Trump https://t.co/UF2xNWwsbs;positive;positive 
797114565133737985;mil hve talk tax stfu already fbi investig tax let talk;Judy Miller @FoxNews all u hve to talk about is #Trump taxes! STFU already! FBI investigating CF taxes! 😂😂😂😂👊 lets talk about that!;positive;positive 
796865840670969857;got leg wed niga gon lik gue aint bad;RT @AliciaGoku_: All Donald Trump gotta do is legalize weed and niggas gonna be like "I guess he ain't that bad" 😂;positive;positive 
796856399988805632;prob ches whit boy lack dick gam;Probably just a cheesed out white boy who lacking dick game 😂 https://t.co/QcekWWHqsX;positive;positive 
796879846043435011;lmao fit;Lmao 😁 Fitting https://t.co/cUpyKVOoor;positive;positive 
796656266122625024;would react triumph lol;RT @CevansOfficial: This would be the reaction of Marvel and DC to the triumph of Donald Trump! 😝 #lol https://t.co/zDYzSfXvl9;positive;positive 
796618761289617408;understand watch trumppresid;RT @Nomysahir: I now understand why Trump won. Watch this 😂😂😂😂😂 #TrumpPresident #Trump   https://t.co/qmovMO73Gk;positive;positive 
797228043009859584;she talk nonsens forget man no_ chil;RT @CloudN9neSyrup: She's talking nonsense but forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/DrJB0tvJda;positive;positive 
796532633823911936;gif election2016;RT @messi10stats: What a gif 😂😂😂😂 #Election2016 #Trump https://t.co/UF2xNWwsbs;positive;positive 
797064580241440768;lit;RT @kwjones22: It's lit😂😂 #trump @ElwayneCarrier @_KOBY35_ @ddaniels32 @Hbr333 @Haeden23 @P_Bibby_11 https://t.co/TXcuoRcOPc;positive;positive 
796858835118018561;new presid elect got yal wildin;RT @TheShadeRoom: #Trump as the new president elect got y'all wildin' 😩😂 https://t.co/GDtMTihull;positive;positive negative 
796870504565116932;new presid elect got yal wildin;RT @TheShadeRoom: #Trump as the new president elect got y'all wildin' 😩😂 https://t.co/GDtMTihull;positive;positive negative 
796887858778931200;yeah itl tea alright;☕️🐸 yeah it'll be "tea" alright 😂 https://t.co/iOoNPBD0ly;positive;positive 
796862468706271232;hilarioushapy compil democr med pundit say wil nev presid;RT @asamjulian: HILARIOUS: Compilation of democrats and media pundits saying Donald Trump will never be President. 😂… ;positive;positive 
796878955689213952;hilarioushapy compil democr med pundit say wil nev presid;RT @asamjulian: HILARIOUS: Compilation of democrats and media pundits saying Donald Trump will never be President. 😂… ;positive;positive 
797321893212585984;orang fur comb-over---hm try first cat;RT @MissPea4Prez: Orange fur and Trump comb-over---hmmm!  Are you trying to be the First Cat? 😉 https://t.co/5Mv3PHgOdN;positive;positive 
797276410997972992;forget man no_ chil;RT @theIeansquad: Forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/pGjCJWpAKs;positive;positive 
796618667761008640;on election2016;RT @FootballFunnys: Best one 😂😂😂😂 #Election2016 #Trump https://t.co/AkOsb0XNGu;positive;positive 
796562765968064512;b-rocka aint right;Joe and B-Rocka ain't right for this. 😂 https://t.co/wSDFrJSKUr;positive;positive 
796886388356562944;hilarioushapy compil democr med pundit say wil nev presid;RT @asamjulian: HILARIOUS: Compilation of democrats and media pundits saying Donald Trump will never be President. 😂… ;positive;positive 
796643000294273024;conspir;😂 it's a conspiracy https://t.co/pgwSzdIVta;positive;positive 
797115730789625856;dont rep;RT @FunnyShortVidz: I don't repeat myself #Trump  😂😂https://t.co/xWWpXH3k7V;positive;positive 
796849225229213696;want girl lov iron sen wond lif lov disney movy vol americ;I want a girl that loves Jesus, can iron, has seen Its a wonderful life and loves Disney movies. And the Vols 🍊and America too🇺🇸 and trump 😂;positive;positive 
796900730808438785;hilarioushapy compil democr med pundit say wil nev presid;RT @asamjulian: HILARIOUS: Compilation of democrats and media pundits saying Donald Trump will never be President. 😂… ;positive;positive 
796780005955018752;new chanel prep cam sylab blackmoney election2016;RT @Nilessh_Desai: News channels had prepared for Clinton and Trump,   @narendramodi came out of syllabus 😛  #BlackMoney #Election2016;positive;positive 
796871343387967488;forget man no_ chil;RT @BlackPplTweet: Forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/z4ut8i6KjG;positive;positive 
797384285275783168;forget man no_ chil;RT @theIeansquad: Forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/pGjCJWpAKs;positive;positive 
796678129603543040;peopl gon riot year straight know bad aint ev hous peopl chant fuck obam;Are people gonna riot for 4 years straight? I know it's bad but he ain't even in the White House and people chanting fuck trump to Obama 😂;positive;positive 
796862822797873153;begin med reform stay tun americ;RT @GOPPollAnalyst: And the beginnings of media reform. Stay tuned America. 😊 https://t.co/UvHnx50YCy;positive;positive 
796778092731699202;forget man no_ chil;RT @BlackPplTweet: Forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/z4ut8i6KjG;positive;positive 
796877650098843648;hilarioushapy compil democr med pundit say wil nev presid;RT @asamjulian: HILARIOUS: Compilation of democrats and media pundits saying Donald Trump will never be President. 😂… ;positive;positive 
796665594414305280;mayb stand countdown new network;Maybe CNN should now stand for countdown news network 😂 https://t.co/PArWROnaeC;positive;positive 
796788852295929856;forget man no_ chil;RT @Solano66: Forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/etPUbRDKUR;positive;positive 
796583166060400640;forget man no_ chil;RT @RoastMeDaily: Forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/nX4m8Kgs5c;positive;positive 
797260852571340800;suport lik reason hat thank search opt wil lok;Supporters like u are the reason I hate trump 😂 but thanks for the search option I will look in to it https://t.co/MBPFZN1LRV;positive;positive 
796858792952483840;new presid elect got yal wildin;RT @TheShadeRoom: #Trump as the new president elect got y'all wildin' 😩😂 https://t.co/GDtMTihull;positive;positive negative 
796560539170340869;forget man no_ chil;RT @Solano66: Forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/etPUbRDKUR;positive;positive 
796617160386822145;would react triumph lol;RT @CevansOfficial: This would be the reaction of Marvel and DC to the triumph of Donald Trump! 😝 #lol https://t.co/zDYzSfXvl9;positive;positive 
797353521268068352;kept shout rep replac obamac throughout campaign want kep part kep countin;Trump kept shouting about repealing and replacing #ObamaCare throughout his campaign but now wants to keep parts of it 😂  Keep countin 'em 😂;positive;positive 
796942720833097728;lit;RT @kwjones22: It's lit😂😂 #trump @ElwayneCarrier @_KOBY35_ @ddaniels32 @Hbr333 @Haeden23 @P_Bibby_11 https://t.co/TXcuoRcOPc;positive;positive 
796870971802222593;brit ofend cal taoiseach brit hes lun mad laugh;RT @dowdsie: Brits offended over @realDonaldTrump calling Taoiseach before British PM. He's a lunatic, but this made me laugh. 😂… ;positive;positive 
796885486199390208;sloth must count;@JohnBetz 😂 Sloths must be counting there. https://t.co/Fnx2vvJ8SP;positive;positive 
796791508796063745;forget man no_ chil;RT @Solano66: Forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/etPUbRDKUR;positive;positive 
796770766310244352;dady;Proud of Daddy 😅 https://t.co/ysy0Imh3ek;positive;positive 
796563347328012288;gue fredom spech cho goe window someon think dif yal pety fuck;I guess freedom of speech and choice goes out the window when someone thinks differently then you😂 y'all are some petty fuckers #Trump;positive;positive 
797121168935448576;want reach acro aisl let obam said electionnight trumpriot wewon;RT @LeahR77: For Those Who Want #Trump To Reach Across The Aisle👉 Lets See What Obama Said After He Won 😉  #ElectionNight #TrumpRiot #WEWON…;positive;positive 
797327006081884160;stupid think already don wont efect;Stupid to think this because it's already done and won't have any effect 😉 https://t.co/aGZQ8zVniO;positive;positive 
797297947323015168;forget man no_ chil;RT @Solano66: Forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/etPUbRDKUR;positive;positive 
796608275827433472;lok lik world going stand mak los shit notmypr;RT @JJohnson2u: @MarisaSlusarcyk @mmpadellan 😂 Looks like the world is going to stand up to Trump and make him loose his shit 💩  #notmypres…;positive;positive 
796867540555173888;hilarioushapy compil democr med pundit say wil nev presid;RT @asamjulian: HILARIOUS: Compilation of democrats and media pundits saying Donald Trump will never be President. 😂… ;positive;positive 
796843446883516416;lol pre scrambling today tel find damn rid payback bitc;RT @KnucklDraginSam: LoL 😂 Trump had the press scrambling all over DC today telling them to find their own damn ride...  Paybacks a bitc… ;positive;positive 
796867923742756865;hilarioushapy compil democr med pundit say wil nev presid;RT @asamjulian: HILARIOUS: Compilation of democrats and media pundits saying Donald Trump will never be President. 😂… ;positive;positive 
796834925060227072;lok lik obam met went wel;RT @MissNinaaah: Looks like the #Trump #Obama meeting went well 😂😂😂 #Not https://t.co/0Wuctrifrb;positive;positive 
796555252321447936;she talk nonsens forget man no_ chil;RT @CloudN9neSyrup: She's talking nonsense but forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/DrJB0tvJda;positive;positive 
796554959756152832;lmfao bunch idiot ruin americ jok;Lmfao and these are the bunch of idiots that just ruined America... what a joke they are 😂 https://t.co/qPKJFqoGNh;positive;positive 
796584462570127360;got leg wed niga gon lik gue aint bad;RT @AliciaGoku_: All Donald Trump gotta do is legalize weed and niggas gonna be like "I guess he ain't that bad" 😂;positive;positive 
796550210663174144;every trumpprotest anoth vot conserv 2018 2020 giv pow;RT @nestormotojr: Every #TrumpProtest is another vote for conservatives in 2018 and Trump in 2020. You are giving us more and more power! 😈…;positive;positive 
796851217116884992;new presid elect got yal wildin;RT @TheShadeRoom: #Trump as the new president elect got y'all wildin' 😩😂 https://t.co/GDtMTihull;positive;positive negative 
796548213083873280;every trumpprotest anoth vot conserv 2018 2020 giv pow;RT @nestormotojr: Every #TrumpProtest is another vote for conservatives in 2018 and Trump in 2020. You are giving us more and more power! 😈…;positive;positive 
796900681663791108;hilarioushapy compil democr med pundit say wil nev presid;RT @asamjulian: HILARIOUS: Compilation of democrats and media pundits saying Donald Trump will never be President. 😂… ;positive;positive 
796866111862145024;hilarioushapy compil democr med pundit say wil nev presid;RT @asamjulian: HILARIOUS: Compilation of democrats and media pundits saying Donald Trump will never be President. 😂… ;positive;positive 
796868494310653953;hilarioushapy compil democr med pundit say wil nev presid;RT @asamjulian: HILARIOUS: Compilation of democrats and media pundits saying Donald Trump will never be President. 😂… ;positive;positive 
796549352747626501;yal pro stay sal peopl not_ stand pledg;y'all so pro trump and stay salty about people not standing for the pledge 😂;positive;positive 
797129666880409600;hil cal celebr think yo import enough sway am vot delud grand;@GillianA So hilarious that you so called celebrities think you're important enough to sway Americans votes! 😂 Delusions of grandeur #Trump;positive;positive 
796546825167642628;orang new lmao;Orange is the new Black 😂 #LMAO #Trump;positive;positive 
797137396626231296;wel sem inspir lot mast talk doctorwho;Well, he does seem to inspire a lot of Master Race talk 😉😆🇺🇸 #DoctorWho #Trump https://t.co/KpapV5ew0v;positive;positive 
797124908648173568;want reach acro aisl let obam said electionnight trumpriot wewon;RT @LeahR77: For Those Who Want #Trump To Reach Across The Aisle👉 Lets See What Obama Said After He Won 😉  #ElectionNight #TrumpRiot #WEWON…;positive;positive 
796862674755878912;nam zit;RT @RedmonHeather: @CourtneyRedmon named her zits Hillary and Trump 😂 https://t.co/7mFFWAFJSJ;positive;positive 
796635937962885121;worldwid front pag sydney sum best;RT @politicsastar: Worldwide #Trump front pages. Sydney's @dailytelegraph sums it up best 😉 https://t.co/jCijVsE3rx;positive;positive 
796873222130057216;got leg wed niga gon lik gue aint bad;RT @AliciaGoku_: All Donald Trump gotta do is legalize weed and niggas gonna be like "I guess he ain't that bad" 😂;positive;positive 
796877424998969344;ev dont lik must say act profesiona lik obam awkward fac funy idk;@BuzzFeed even if I don't like Trump I must say he acted professionally just like Obama. And his awkward face is funny idk 😅;positive;positive 
797124754952089600;want reach acro aisl let obam said electionnight trumpriot wewon;RT @LeahR77: For Those Who Want #Trump To Reach Across The Aisle👉 Lets See What Obama Said After He Won 😉  #ElectionNight #TrumpRiot #WEWON…;positive;positive 
796913616159117313;internet quick obam elect;RT @KingOfHeartsII: The internet is too quick 😂😂 #obama #trump #election https://t.co/HB658SLvCI;positive;positive 
796651434662133760;god pak coz educ pak com back pak ✌✌✌;#Trump Win GooD For Pakistan.. Coz #Rich Nd #Educated Pakistanis Will Come back To Pakistan 😊😊✌✌✌;positive;positive 
796599298284724224;would react triumph lol;RT @CevansOfficial: This would be the reaction of Marvel and DC to the triumph of Donald Trump! 😝 #lol https://t.co/zDYzSfXvl9;positive;positive 
796576666181136384;bor talk let talk someth els;I'm bored talking about Donald Trump and Hillary Clinton, let's talk about something else! 😊;positive;positive 
797119924355350530;want reach acro aisl let obam said electionnight trumpriot wewon;RT @LeahR77: For Those Who Want #Trump To Reach Across The Aisle👉 Lets See What Obama Said After He Won 😉  #ElectionNight #TrumpRiot #WEWON…;positive;positive 
797237308370092034;hilarioushapy compil democr med pundit say wil nev presid;RT @asamjulian: HILARIOUS: Compilation of democrats and media pundits saying Donald Trump will never be President. 😂… ;positive;positive 
796877173466468353;hilarioushapy compil democr med pundit say wil nev presid;RT @asamjulian: HILARIOUS: Compilation of democrats and media pundits saying Donald Trump will never be President. 😂… ;positive;positive 
796875818345594880;forget man no_ chil;RT @Solano66: Forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/etPUbRDKUR;positive;positive 
796563513397235712;forget man no_ chil;RT @Solano66: Forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/etPUbRDKUR;positive;positive 
796775673549373440;sint whit mean unit stat sucesfu went black went back;RT @JoeyKobold: Since trump is white... that means the united states successfully " went black, and went back" 😂;positive;positive 
797308766916120576;yal stil talk think thanksg;RT @MichiganMade93: Y'all still talking about trump , and all I can think about is Thanksgiving 😅;positive;positive 
797244246151614465;hilarioushapy compil democr med pundit say wil nev presid;RT @asamjulian: HILARIOUS: Compilation of democrats and media pundits saying Donald Trump will never be President. 😂… ;positive;positive 
796544715877445633;gue famy rea hat trumpelectionday;I guess my family really hates trump😂💀#ElectionDay https://t.co/FMI2xN792x;positive;positive 
796951065501437952;beat rep candidateshostil msmdem party machine&30yr polit heavyweightbutaparentlyhel putin pupet;#Trump beat 17 other Rep candidates,hostile MSM,Dem party machine&30yr political heavyweight.But,apparently,he'll just be "Putin's Puppet" 😃;positive;positive 
796763969872658432;shut;RT @bannas24: Shut up 😂 https://t.co/LqrnpXslQL;positive;positive 
796716828584091649;gif election2016;RT @messi10stats: What a gif 😂😂😂😂 #Election2016 #Trump https://t.co/UF2xNWwsbs;positive;positive 
797231524768686080;lov peopl eurek arcat protest lik smal town gon get at foh noidontsuporttrump;I love how people in eureka and arcata are protesting Trump. Like our small town is gonna get his attention FOH 😂 #NoIDontSupportTrump;positive;positive 
796550802353557505;forget man no_ chil;RT @Solano66: Forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/etPUbRDKUR;positive;positive 
796562146599587840;hasnt ev ben hour peopl already riot gez peopl calm (hopefuly last twet);RT @Kryptt1c: Hasn't even been 24 hours and people are already rioting 😂 Geez people calm down (Hopefully my last Trump tweet);positive;positive 
796864194045968384;hilarioushapy compil democr med pundit say wil nev presid;RT @asamjulian: HILARIOUS: Compilation of democrats and media pundits saying Donald Trump will never be President. 😂… ;positive;positive 
796809175921790976;got leg wed niga gon lik gue aint bad;RT @AliciaGoku_: All Donald Trump gotta do is legalize weed and niggas gonna be like "I guess he ain't that bad" 😂;positive;positive 
796863006428844032;meltdown night bit msnbc new anch rachelmadow destroy trump;MELTDOWN OF THE NIGHT BITTER #MSNBC NEWS ANCHOR #RachelMaddow DESTROYED OVER #TRUMP'S @realDonaldTrump @maddow 😂 https://t.co/j0P5Y1CU3L;positive;positive 
796851469819506691;forget man no_ chil;RT @TheCIassicJams: Forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/q80liKGZHo;positive;positive 
796562049614680064;forget man no_ chil;RT @Solano66: Forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/etPUbRDKUR;positive;positive 
796874613758296064;dumb think real lif brav enough asasin presid post hil asasin pleas;You dumb if you think you real life brave enough to Assassinate The president ?  These posts are hilarious 😂💀 #Trump #assassination? #please;positive;positive 
796773251754160128;many peopl say hug lgbt friend theyr scar stupidest thing ev heard lgbt;RT @frontandctrblog: many people saying "hug your LGBT friends because they're scared."  😂 stupidest thing I've ever heard. I'm LGBT and tr…;positive;positive 
796907688332562433;new presid elect got yal wildin;RT @TheShadeRoom: #Trump as the new president elect got y'all wildin' 😩😂 https://t.co/GDtMTihull;positive;positive negative 
796875107721420800;hilarioushapy compil democr med pundit say wil nev presid;RT @asamjulian: HILARIOUS: Compilation of democrats and media pundits saying Donald Trump will never be President. 😂… ;positive;positive 
796896055337979904;hilarioushapy compil democr med pundit say wil nev presid;RT @asamjulian: HILARIOUS: Compilation of democrats and media pundits saying Donald Trump will never be President. 😂… ;positive;positive 
796883950396436481;hilarioushapy compil democr med pundit say wil nev presid;RT @asamjulian: HILARIOUS: Compilation of democrats and media pundits saying Donald Trump will never be President. 😂… ;positive;positive 
797280263512305664;not_ sur youv sen yet got fut;RT @jasonmurdock813: @RitaPanahi @GadSaad not sure if you've seen this yet. Kids got a future 😂 https://t.co/nhAbtAPSt8;positive;positive 
796889208556290048;would react triumph lol;RT @CevansOfficial: This would be the reaction of Marvel and DC to the triumph of Donald Trump! 😝 #lol https://t.co/zDYzSfXvl9;positive;positive 
796817565192515584;on election2016;RT @FootballFunnys: Best one 😂😂😂😂 #Election2016 #Trump https://t.co/AkOsb0XNGu;positive;positive 
797152532728528896;sakhashvilihapy friend wil giv ukrain gift via;RT @Russ_Warrior: #Saakhashvili: "#Trump is my friend, he will give me #Ukraine as a gift" 😂 Via @NewsFront_info  https://t.co/AQv50NXUKc;positive;positive 
796887020324921344;enjoy pelos clip;RT @KatMcKinley: I enjoyed the Pelosi clip the most. 😆😀 https://t.co/p7BqZiWRAI;positive;positive 
796914935733293056;breakinghapy cold interupt raly electionday;RT @Sporf: BREAKING: Stone Cold interrupts the Donald Trump rally. 😂 #ElectionDay (📽 @thrillis4) https://t.co/zJZAmoHlNY;positive;positive 
796882437913669632;hilarioushapy compil democr med pundit say wil nev presid;RT @asamjulian: HILARIOUS: Compilation of democrats and media pundits saying Donald Trump will never be President. 😂… ;positive;positive 
796853695560486912;yeah complain suport;@spenHalll yeah and they complain about trump supporters 😂;positive;positive 
796573209973948420;forget man no_ chil;RT @BlackPplTweet: Forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/z4ut8i6KjG;positive;positive 
796653832822341632;obama react ar tomorow;RT @Love4Military: 😂 Obama's reaction when #Trump arrives at the WH tomorrow.... https://t.co/h1WnCvzTMO;positive;positive 
796861293080653824;wif put dog hous caus vot lady got pow mak stop 4yrsnosex;Did your wife put you in the dog house cause you voted for #Trump? Ladies you do got the power to make it stop, #4yrsnosex 😅😆;positive;positive 
797270091679272960;peopl group com suport get blowback per retract;Love when people or groups come out and support Trump then they get blowback from their peers and retract it. 😂;positive;positive 
796589370148950016;cur trumpet;😁 current Topics  - # The TRUMP and The Trumpets  !;positive;positive 
796808224804466689;com twit everyth lik fudg im back playin video gam;I come on Twitter and everything is Trump this Trump that like fudge ima just go back to playin video games 😂;positive;positive 
797234904610152448;hilarioushapy compil democr med pundit say wil nev presid;RT @asamjulian: HILARIOUS: Compilation of democrats and media pundits saying Donald Trump will never be President. 😂… ;positive;positive 
797253060489781248;going ruin country proc destroy everyth viol protest;RT @kasienc99: "Trump is going to ruin this country"   As they proceed to go out and destroy everything with violent protests 😂;positive;positive 
796848823050047490;rea fines everyon get right vot rea everyon whol tim;RT @Barzmusic906: What if Trump really finessed everyone to get the right votes  and was really  for everyone the whole time 😂 https://t.co…;positive;positive 
796896826364456962;hilarioushapy compil democr med pundit say wil nev presid;RT @asamjulian: HILARIOUS: Compilation of democrats and media pundits saying Donald Trump will never be President. 😂… ;positive;positive 
796530052603248640;funy gon of niga stil gon boa scam;RT @DGBastard: 😂😂😂😂😂 too funny #Trump gone be in the office and niggas still gone be #BOA #Scamming   📽 @TheRealThood https://t.co/ASJ5cnmX…;positive;positive 
796609619334467584;lol ste bro mikethechef_;lol stealing this from you bro 😂😂 mikethechef_  #trump https://t.co/9CqGdmUgcY;positive;positive 
796831666861993984;new presid elect got yal wildin;RT @TheShadeRoom: #Trump as the new president elect got y'all wildin' 😩😂 https://t.co/GDtMTihull;positive;positive negative 
796765537149865984;stil replay morn sist went crazy conspir the coz prison break;Still replaying this morning when my sister went crazy about trump and there being a conspiracy theory coz of prison break 😂;positive;positive 
796566356799827968;peopl want kil kep ileg country cal ileg leg tax deduc trumppresid;People want to kill over this go keep illegals in the country? And they are calling Trump illegal for legal tax deductions 😂 #TrumpPresident;positive;positive 
796558824475856897;forget man no_ chil;RT @Solano66: Forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/etPUbRDKUR;positive;positive 
797081946497183744;statu liberty trump’s vict elect nyc;Statue of Liberty after Trump’s victory. 😂 #Election #Trump #NYC https://t.co/OFu154HZvZ;positive;positive 
796819288652976128;lol pre scrambling today tel find damn rid payback bitc;RT @KnucklDraginSam: LoL 😂 Trump had the press scrambling all over DC today telling them to find their own damn ride...  Paybacks a bitc… ;positive;positive 
796801140830650368;obam met morn cav litl wond on lok forward;Obama met with Trump in the morning and the Cavs a little after... I wonder which one he was looking forward to more 😂;positive;positive 
796550972571086852;peopl think black gay wom ar gon right win hahah told;RT @tay_selbs: Why do people think that blacks, gays, and women aren't gonna have rights if trump wins?! Hahah who told you this 😂;positive;positive 
797360289293471744;watch junk arog mak enemy hel singlehand sped destruct fab;RT @ABrexitBriton: Watch Junkers arrogance make an enemy of Trump. He'll singlehandedly speed up the destruction of the EU. Fabulous 😆 http…;positive;positive 
796870340081287169;hes already pra obam said hes not_ send jail that on prom brok;He's already praising Obama and he said he's not sending Hillary to jail so that's one promise broken 😂 https://t.co/mNKGYUlAja;positive;positive 
796782434423427072;old rich got start work hour day 40k might cont shit back;RT @IAMKRIS24: Trump is old and rich and now he gotta start working 15 hours a day for 400k. He might just concede the shit back 😂;positive;positive 
796810491242762241;stop focus real kodak fre;RT @codybrown3891: Stop focusing on trump and realize that Kodak is free 😈;positive;positive 
796588707335831552;lmfao;RT @trillaihhreed: Lmfao 😂 https://t.co/VrVUK7jAa0;positive;positive 
796946336205733888;dem trumpjok tho goal depquot;RT @triinuisbadlolz: DEM #TRUMPJOKES THO 😂😂  #trump #goals #deepquote https://t.co/wqUWiFgmrU;positive;positive 
796583681632542720;forget man no_ chil;RT @RoastMeDaily: Forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/nX4m8Kgs5c;positive;positive 
796882904257359872;got leg wed niga gon lik gue aint bad;RT @AliciaGoku_: All Donald Trump gotta do is legalize weed and niggas gonna be like "I guess he ain't that bad" 😂;positive;positive 
796888899859705856;hilarioushapy compil democr med pundit say wil nev presid;RT @asamjulian: HILARIOUS: Compilation of democrats and media pundits saying Donald Trump will never be President. 😂… ;positive;positive 
796844649239326720;got leg wed niga gon lik gue aint bad;RT @AliciaGoku_: All Donald Trump gotta do is legalize weed and niggas gonna be like "I guess he ain't that bad" 😂;positive;positive 
796774962669518848;lok nerv interview ov of obam mak lok unconfid uselection2016 presidentelecttrump;#Trump looks so nervous during his interview in the Oval Office!! Obama making him look unconfident 😂😂#USElection2016 #PresidentElectTrump;positive;positive 
796784712668901377;would react triumph lol;RT @CevansOfficial: This would be the reaction of Marvel and DC to the triumph of Donald Trump! 😝 #lol https://t.co/zDYzSfXvl9;positive;positive 
796583752474443781;ouch;Ouch 😅 https://t.co/7p9KNFq7r9;positive;positive 
796787621557047296;forget man no_ chil;RT @BlackPplTweet: Forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/z4ut8i6KjG;positive;positive 
796549411593744384;lov peopl cal rac tel hat min vot lik chil yal mex minoritiesfortrump;I love when people call me racist and tell me I hate minorities bc I voted Trump. Like chill y'all I am a Mexican Jew 😂 #Minoritiesfortrump;positive;positive 
796550483032862720;non famy mom dad sid suport guc;None of my family both on my mom and dad's side supported trump so I'm Gucci 😌 https://t.co/SEz7E9IBCK;positive;positive 
796775915472687104;phupo would hapy seing;RT @kwhateveridc: Your phuppo would be so happy after seeing this 😂 https://t.co/Ak4X7ZOO82;positive;positive 
796819285356199936;lok lik that first black person hes ev touch;RT @ChrisGreyLo: Trump looking like that's the first black person he's ever touched 😂 https://t.co/3n8JkWvL19;positive;positive 
797332709249024000;hilarioushapy compil democr med pundit say wil nev presid;RT @asamjulian: HILARIOUS: Compilation of democrats and media pundits saying Donald Trump will never be President. 😂… ;positive;positive 
